soc_code,task_id,task_description,occupation_title,task_type
43-3031.00,2494,Access computerized financial information to answer general questions as well as those related to specific accounts.,"Bookkeeping, Accounting, and Auditing Clerks",Core
43-3031.00,2490,"Classify, record, and summarize numerical and financial data to compile and keep financial records, using journals and ledgers or computers.","Bookkeeping, Accounting, and Auditing Clerks",Core
43-3031.00,2503,Reconcile records of bank transactions.,"Bookkeeping, Accounting, and Auditing Clerks",Supplemental
43-3031.00,2507,"Compile budget data and documents, based on estimated revenues and expenses and previous budgets.","Bookkeeping, Accounting, and Auditing Clerks",Supplemental
43-3031.00,2492,"Compile statistical, financial, accounting, or auditing reports and tables pertaining to such matters as cash receipts, expenditures, accounts payable and receivable, and profits and losses.","Bookkeeping, Accounting, and Auditing Clerks",Supplemental
43-3041.00,4673,Provide customers with information about casino operations.,Gambling Cage Workers,Core
43-3041.00,4676,"Prepare reports, including assignment of company funds or recording of department revenues.",Gambling Cage Workers,Supplemental
43-3051.00,2523,"Provide information to employees and managers on payroll matters, tax issues, benefit plans, and collective agreement provisions.",Payroll and Timekeeping Clerks,Core
43-3051.00,18564,Conduct verifications of employment.,Payroll and Timekeeping Clerks,Core
43-3061.00,2539,"Track the status of requisitions, contracts, and orders.",Procurement Clerks,Core
43-3061.00,2533,"Respond to customer and supplier inquiries about order status, changes, or cancellations.",Procurement Clerks,Core
43-3061.00,2542,Compare suppliers' bills with bids and purchase orders to verify accuracy.,Procurement Clerks,Core
43-3061.00,2544,"Locate suppliers, using sources such as catalogs and the internet, and interview them to gather information about products to be ordered.",Procurement Clerks,Core
43-3061.00,2548,"Prepare invitation-of-bid forms, and mail forms to supplier firms or distribute forms for public posting.",Procurement Clerks,Supplemental
43-3071.00,2571,"Obtain and process information required for the provision of services, such as opening accounts, savings plans, and purchasing bonds.",Tellers,Supplemental
43-4011.00,20622,"Document security transactions, such as purchases, sales, conversions, redemptions, or payments, using computers, accounting ledgers, or certificate records.",Brokerage Clerks,Core
43-4011.00,20623,"Perform clerical tasks, such as answering phones or distributing mail.",Brokerage Clerks,Core
43-4011.00,8153,"Verify ownership and transaction information and dividend distribution instructions to ensure conformance with governmental regulations, using stock records and reports.",Brokerage Clerks,Supplemental
43-4021.00,11273,Read incoming correspondence to ascertain nature of writers' concerns and to determine disposition of correspondence.,Correspondence Clerks,Core
43-4021.00,11277,"Gather records pertinent to specific problems, review them for completeness and accuracy, and attach records to correspondence as necessary.",Correspondence Clerks,Core
43-4021.00,11280,"Compose letters in reply to correspondence concerning such items as requests for merchandise, damage claims, credit information requests, delinquent accounts, incorrect billing, or unsatisfactory service.",Correspondence Clerks,Core
43-4021.00,11278,Complete form letters in response to requests or problems identified by correspondence.,Correspondence Clerks,Supplemental
43-4031.00,23267,Evaluate information on applications to verify completeness and accuracy and to determine whether applicants are qualified to obtain desired licenses.,"Court, Municipal, and License Clerks",Core
43-4031.00,23274,Prepare meeting agendas or packets of related information.,"Court, Municipal, and License Clerks",Core
43-4031.00,23282,Examine legal documents submitted to courts for adherence to laws or court procedures.,"Court, Municipal, and License Clerks",Core
43-4031.00,23277,Code information on license applications for entry into computers.,"Court, Municipal, and License Clerks",Core
43-4031.00,23285,"Respond to requests for information from the public, other municipalities, state officials, or state and federal legislative offices.","Court, Municipal, and License Clerks",Core
43-4031.00,23287,Coordinate or maintain office tracking systems for correspondence or follow-up actions.,"Court, Municipal, and License Clerks",Core
43-4041.00,23300,Interview credit applicants by telephone or in person to obtain personal and financial data needed to complete credit report.,"Credit Authorizers, Checkers, and Clerks",Core
43-4041.00,23301,"Evaluate customers' computerized credit records and payment histories to decide whether to approve new credit, based on predetermined standards.","Credit Authorizers, Checkers, and Clerks",Supplemental
43-4041.00,23303,"Receive charge slips or credit applications by mail, or receive information from salespeople or merchants by telephone.","Credit Authorizers, Checkers, and Clerks",Supplemental
43-4041.00,23306,Relay credit report information to subscribers by mail or by telephone.,"Credit Authorizers, Checkers, and Clerks",Supplemental
43-4041.00,23312,Review individual or commercial customer files to identify and select delinquent accounts for collection.,"Credit Authorizers, Checkers, and Clerks",
43-4051.00,18565,"Confer with customers by telephone or in person to provide information about products or services, take or enter orders, cancel accounts, or obtain details of complaints.",Customer Service Representatives,Core
43-4051.00,2578,"Keep records of customer interactions or transactions, recording details of inquiries, complaints, or comments, as well as actions taken.",Customer Service Representatives,Core
43-4051.00,2581,Contact customers to respond to inquiries or to notify them of claim investigation results or any planned adjustments.,Customer Service Representatives,Core
43-4051.00,2584,"Complete contract forms, prepare change of address records, or issue service discontinuance orders, using computers.",Customer Service Representatives,Core
43-4051.00,2582,Refer unresolved customer grievances to designated departments for further investigation.,Customer Service Representatives,Core
43-4051.00,2579,"Resolve customers' service or billing complaints by performing activities such as exchanging merchandise, refunding money, or adjusting bills.",Customer Service Representatives,Supplemental
43-4051.00,2586,Solicit sales of new or additional services or products.,Customer Service Representatives,Supplemental
43-4061.00,9736,"Compile, record, and evaluate personal and financial data to verify completeness and accuracy, and to determine eligibility status.","Eligibility Interviewers, Government Programs",Core
43-4061.00,9734,"Interpret and explain information such as eligibility requirements, application details, payment methods, and applicants' legal rights.","Eligibility Interviewers, Government Programs",Core
43-4061.00,9732,Answer applicants' questions about benefits and claim procedures.,"Eligibility Interviewers, Government Programs",Core
43-4061.00,9742,"Refer applicants to job openings or to interviews with other staff, in accordance with administrative guidelines or office procedures.","Eligibility Interviewers, Government Programs",Supplemental
