soc_code,occ_title,employment,wage_annual_mean,wage_annual_median,wage_hourly_mean,year
39-3000,Entertainment Attendants and Related Workers,627560,33380.0,31200.0,16.05,2024
39-3010,Gambling Services Workers,105500,39450.0,33280.0,18.97,2024
39-3011,Gambling Dealers,82980,40420.0,33280.0,19.43,2024
39-3012,Gambling and Sports Book Writers and Runners,7600,32570.0,30460.0,15.66,2024
39-3019,"Gambling Service Workers, All Other",14920,37590.0,34530.0,18.07,2024
39-3020,Motion Picture Projectionists,1950,50290.0,38180.0,24.18,2024
39-3021,Motion Picture Projectionists,1950,50290.0,38180.0,24.18,2024
39-3030,"Ushers, Lobby Attendants, and Ticket Takers",119210,31770.0,31150.0,15.27,2024
39-3031,"Ushers, Lobby Attendants, and Ticket Takers",119210,31770.0,31150.0,15.27,2024
39-3090,Miscellaneous Entertainment Attendants and Related Workers,400900,32180.0,31020.0,15.47,2024
39-3091,Amusement and Recreation Attendants,371590,31350.0,30490.0,15.07,2024
39-3092,Costume Attendants,6290,65890.0,54810.0,31.68,2024
39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",14960,36490.0,34800.0,17.54,2024
39-3099,"Entertainment Attendants and Related Workers, All Other",8060,36180.0,34550.0,17.4,2024
39-4000,Funeral Service Workers,62630,45890.0,39170.0,22.06,2024
39-4010,Embalmers and Crematory Operators,6360,51630.0,48610.0,24.82,2024
39-4011,Embalmers,3420,57520.0,56280.0,27.65,2024
39-4012,Crematory Operators,2950,44790.0,42880.0,21.53,2024
39-4020,Funeral Attendants,30560,35900.0,34610.0,17.26,2024
39-4021,Funeral Attendants,30560,35900.0,34610.0,17.26,2024
39-4030,"Morticians, Undertakers, and Funeral Arrangers",25700,56340.0,49800.0,27.09,2024
39-4031,"Morticians, Undertakers, and Funeral Arrangers",25700,56340.0,49800.0,27.09,2024
39-5000,Personal Appearance Workers,543830,42480.0,35310.0,20.42,2024
39-5010,"Barbers, Hairdressers, Hairstylists and Cosmetologists",313560,43710.0,35420.0,21.01,2024
39-5011,Barbers,18100,47800.0,38960.0,22.98,2024
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",295460,43460.0,35250.0,20.89,2024
39-5090,Miscellaneous Personal Appearance Workers,230270,40810.0,35260.0,19.62,2024
39-5091,"Makeup Artists, Theatrical and Performance",3320,75410.0,50280.0,36.25,2024
39-5092,Manicurists and Pedicurists,147820,36910.0,34660.0,17.74,2024
39-5093,Shampooers,8890,30830.0,31470.0,14.82,2024
39-5094,Skincare Specialists,70240,48670.0,41560.0,23.4,2024
39-6000,"Baggage Porters, Bellhops, and Concierges",75430,39190.0,36810.0,18.84,2024
39-6010,"Baggage Porters, Bellhops, and Concierges",75430,39190.0,36810.0,18.84,2024
39-6011,Baggage Porters and Bellhops,31220,36960.0,36020.0,17.77,2024
39-6012,Concierges,44200,40770.0,37320.0,19.6,2024
39-7000,Tour and Travel Guides,49010,43090.0,36660.0,20.72,2024
39-7010,Tour and Travel Guides,49010,43090.0,36660.0,20.72,2024
39-7010,Tour and Travel Guides,49010,43090.0,36660.0,20.72,2024
39-9000,Other Personal Care and Service Workers,1278640,39230.0,35550.0,18.86,2024
39-9010,Childcare Workers,520180,33140.0,32050.0,15.93,2024
39-9011,Childcare Workers,520180,33140.0,32050.0,15.93,2024
39-9030,Recreation and Fitness Workers,613260,44190.0,37420.0,21.25,2024
39-9031,Exercise Trainers and Group Fitness Instructors,303620,51360.0,46180.0,24.69,2024
39-9032,Recreation Workers,309640,37170.0,35380.0,17.87,2024
39-9040,Residential Advisors,82810,41590.0,39180.0,19.99,2024
39-9041,Residential Advisors,82810,41590.0,39180.0,19.99,2024
39-9090,Miscellaneous Personal Care and Service Workers,62390,37990.0,37900.0,18.27,2024
39-9099,"Personal Care and Service Workers, All Other",62390,37990.0,37900.0,18.27,2024
41-0000,Sales and Related Occupations,13351680,54070.0,37460.0,26.0,2024
41-1000,Supervisors of Sales Workers,1332180,59830.0,49510.0,28.77,2024
41-1010,First-Line Supervisors of Sales Workers,1332180,59830.0,49510.0,28.77,2024
41-1011,First-Line Supervisors of Retail Sales Workers,1113160,52350.0,47320.0,25.17,2024
41-1012,First-Line Supervisors of Non-Retail Sales Workers,219010,97870.0,84130.0,47.06,2024
41-2000,Retail Sales Workers,7633890,35470.0,33690.0,17.05,2024
41-2010,Cashiers,3169970,31840.0,31200.0,15.31,2024
41-2011,Cashiers,3148030,31810.0,31190.0,15.29,2024
41-2012,Gambling Change Persons and Booth Cashiers,21930,36820.0,34810.0,17.7,2024
41-2020,Counter and Rental Clerks and Parts Salespersons,663680,43180.0,38100.0,20.76,2024
41-2021,Counter and Rental Clerks,398620,43700.0,38540.0,21.01,2024
41-2022,Parts Salespersons,265060,42390.0,37440.0,20.38,2024
41-2030,Retail Salespersons,3800250,37150.0,34580.0,17.86,2024
41-2031,Retail Salespersons,3800250,37150.0,34580.0,17.86,2024
41-3000,"Sales Representatives, Services",2287740,86380.0,64200.0,41.53,2024
41-3010,Advertising Sales Agents,97470,76350.0,61460.0,36.71,2024
41-3011,Advertising Sales Agents,97470,76350.0,61460.0,36.71,2024
41-3020,Insurance Sales Agents,469480,81510.0,60370.0,39.19,2024
41-3021,Insurance Sales Agents,469480,81510.0,60370.0,39.19,2024
41-3030,"Securities, Commodities, and Financial Services Sales Agents",472300,110400.0,78140.0,53.08,2024
41-3031,"Securities, Commodities, and Financial Services Sales Agents",472300,110400.0,78140.0,53.08,2024
41-3040,Travel Agents,59150,52690.0,48450.0,25.33,2024
41-3041,Travel Agents,59150,52690.0,48450.0,25.33,2024
41-3090,"Miscellaneous Sales Representatives, Services",1189330,81260.0,66260.0,39.07,2024
41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",1189330,81260.0,66260.0,39.07,2024
41-4000,"Sales Representatives, Wholesale and Manufacturing",1560790,87690.0,74100.0,42.16,2024
41-4010,"Sales Representatives, Wholesale and Manufacturing",1560790,87690.0,74100.0,42.16,2024
41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",293930,114520.0,100070.0,55.06,2024
41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",1266860,81470.0,66780.0,39.17,2024
41-9000,Other Sales and Related Workers,537090,68850.0,49720.0,33.1,2024
41-9010,"Models, Demonstrators, and Product Promoters",70120,46610.0,38760.0,22.41,2024
41-9011,Demonstrators and Product Promoters,64770,43730.0,37960.0,21.03,2024
41-9012,Models,5350,81540.0,89990.0,39.2,2024
41-9020,Real Estate Brokers and Sales Agents,240190,75240.0,58960.0,36.17,2024
41-9021,Real Estate Brokers,49590,91660.0,72280.0,44.07,2024
41-9022,Real Estate Sales Agents,190600,70970.0,56320.0,34.12,2024
41-9030,Sales Engineers,56690,130410.0,121520.0,62.7,2024
41-9031,Sales Engineers,56690,130410.0,121520.0,62.7,2024
41-9040,Telemarketers,66430,36340.0,34410.0,17.47,2024
41-9041,Telemarketers,66430,36340.0,34410.0,17.47,2024
41-9090,Miscellaneous Sales and Related Workers,103660,56270.0,46000.0,27.05,2024
41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",4590,39890.0,34530.0,19.18,2024
41-9099,"Sales and Related Workers, All Other",99070,57030.0,46370.0,27.42,2024
43-0000,Office and Administrative Support Occupations,18218070,50160.0,46320.0,24.12,2024
43-1000,Supervisors of Office and Administrative Support Workers,1495580,71560.0,66140.0,34.4,2024
43-1010,First-Line Supervisors of Office and Administrative Support Workers,1495580,71560.0,66140.0,34.4,2024
43-1011,First-Line Supervisors of Office and Administrative Support Workers,1495580,71560.0,66140.0,34.4,2024
43-2000,Communications Equipment Operators,41070,42670.0,38600.0,20.52,2024
43-2010,"Switchboard Operators, Including Answering Service",35730,42130.0,38370.0,20.26,2024
43-2011,"Switchboard Operators, Including Answering Service",35730,42130.0,38370.0,20.26,2024
43-2020,Telephone Operators,3950,42880.0,39130.0,20.62,2024
43-2021,Telephone Operators,3950,42880.0,39130.0,20.62,2024
43-2090,Miscellaneous Communications Equipment Operators,1390,55890.0,49910.0,26.87,2024
43-2099,"Communications Equipment Operators, All Other",1390,55890.0,49910.0,26.87,2024
43-3000,Financial Clerks,2645000,50200.0,47370.0,24.14,2024
43-3010,Bill and Account Collectors,165020,48370.0,46040.0,23.25,2024
43-3011,Bill and Account Collectors,165020,48370.0,46040.0,23.25,2024
43-3020,Billing and Posting Clerks,417500,49490.0,47170.0,23.8,2024
43-3021,Billing and Posting Clerks,417500,49490.0,47170.0,23.8,2024
43-3030,"Bookkeeping, Accounting, and Auditing Clerks",1455770,52020.0,49210.0,25.01,2024
43-3031,"Bookkeeping, Accounting, and Auditing Clerks",1455770,52020.0,49210.0,25.01,2024
43-3040,Gambling Cage Workers,13490,38600.0,36990.0,18.56,2024
43-3041,Gambling Cage Workers,13490,38600.0,36990.0,18.56,2024
43-3050,Payroll and Timekeeping Clerks,156950,56870.0,55290.0,27.34,2024
43-3051,Payroll and Timekeeping Clerks,156950,56870.0,55290.0,27.34,2024
43-3060,Procurement Clerks,59900,50430.0,48510.0,24.25,2024
43-3061,Procurement Clerks,59900,50430.0,48510.0,24.25,2024
43-3070,Tellers,339340,40940.0,39340.0,19.68,2024
43-3071,Tellers,339340,40940.0,39340.0,19.68,2024
43-3090,Miscellaneous Financial Clerks,37030,55330.0,52150.0,26.6,2024
43-3099,"Financial Clerks, All Other",37030,55330.0,52150.0,26.6,2024
43-4000,Information and Record Clerks,5311310,44580.0,41600.0,21.44,2024
43-4010,Brokerage Clerks,40090,67680.0,62940.0,32.54,2024
43-4011,Brokerage Clerks,40090,67680.0,62940.0,32.54,2024
43-4020,Correspondence Clerks,6260,46610.0,46740.0,22.41,2024
43-4021,Correspondence Clerks,6260,46610.0,46740.0,22.41,2024
43-4030,"Court, Municipal, and License Clerks",170010,51200.0,47700.0,24.61,2024
43-4031,"Court, Municipal, and License Clerks",170010,51200.0,47700.0,24.61,2024
43-4040,"Credit Authorizers, Checkers, and Clerks",11960,51270.0,49130.0,24.65,2024
43-4041,"Credit Authorizers, Checkers, and Clerks",11960,51270.0,49130.0,24.65,2024
43-4050,Customer Service Representatives,2725930,45380.0,42830.0,21.82,2024
43-4051,Customer Service Representatives,2725930,45380.0,42830.0,21.82,2024
43-4060,"Eligibility Interviewers, Government Programs",156260,53970.0,51500.0,25.95,2024
43-4061,"Eligibility Interviewers, Government Programs",156260,53970.0,51500.0,25.95,2024
43-4070,File Clerks,78980,43700.0,41270.0,21.01,2024
43-4071,File Clerks,78980,43700.0,41270.0,21.01,2024
43-4080,"Hotel, Motel, and Resort Desk Clerks",261430,34740.0,34270.0,16.7,2024
43-4081,"Hotel, Motel, and Resort Desk Clerks",261430,34740.0,34270.0,16.7,2024
43-4110,"Interviewers, Except Eligibility and Loan",157310,45400.0,43830.0,21.83,2024
43-4111,"Interviewers, Except Eligibility and Loan",157310,45400.0,43830.0,21.83,2024
43-4120,"Library Assistants, Clerical",80070,37910.0,36010.0,18.22,2024
43-4121,"Library Assistants, Clerical",80070,37910.0,36010.0,18.22,2024
43-4130,Loan Interviewers and Clerks,173100,51050.0,48950.0,24.54,2024
43-4131,Loan Interviewers and Clerks,173100,51050.0,48950.0,24.54,2024
43-4140,New Accounts Clerks,38030,47610.0,46610.0,22.89,2024
43-4141,New Accounts Clerks,38030,47610.0,46610.0,22.89,2024
43-4150,Order Clerks,83420,46270.0,44660.0,22.24,2024
43-4151,Order Clerks,83420,46270.0,44660.0,22.24,2024
43-4160,"Human Resources Assistants, Except Payroll and Timekeeping",92580,50950.0,49440.0,24.5,2024
43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",92580,50950.0,49440.0,24.5,2024
43-4170,Receptionists and Information Clerks,964530,38480.0,37230.0,18.5,2024
43-4171,Receptionists and Information Clerks,964530,38480.0,37230.0,18.5,2024
43-4180,Reservation and Transportation Ticket Agents and Travel Clerks,127440,47720.0,41460.0,22.94,2024
43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,127440,47720.0,41460.0,22.94,2024
43-4190,Miscellaneous Information and Record Clerks,143910,50200.0,48360.0,24.14,2024
43-4199,"Information and Record Clerks, All Other",143910,50200.0,48360.0,24.14,2024
43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",2319860,52440.0,48090.0,25.21,2024
43-5010,Cargo and Freight Agents,97800,55420.0,49900.0,26.64,2024
43-5011,Cargo and Freight Agents,97800,55420.0,49900.0,26.64,2024
43-5020,Couriers and Messengers,71920,40060.0,38340.0,19.26,2024
43-5021,Couriers and Messengers,71920,40060.0,38340.0,19.26,2024
43-5030,Dispatchers,312140,53680.0,49500.0,25.81,2024
43-5031,Public Safety Telecommunicators,101140,54800.0,50730.0,26.35,2024
43-5032,"Dispatchers, Except Police, Fire, and Ambulance",211000,53150.0,48880.0,25.55,2024
43-5040,"Meter Readers, Utilities",19620,55810.0,49180.0,26.83,2024
43-5041,"Meter Readers, Utilities",19620,55810.0,49180.0,26.83,2024
43-5050,Postal Service Workers,526030,59720.0,57870.0,28.71,2024
43-5051,Postal Service Clerks,78060,61070.0,61630.0,29.36,2024
43-5052,Postal Service Mail Carriers,336040,59880.0,57490.0,28.79,2024
43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",111930,58310.0,56530.0,28.04,2024
43-5060,"Production, Planning, and Expediting Clerks",385000,60420.0,57770.0,29.05,2024
43-5061,"Production, Planning, and Expediting Clerks",385000,60420.0,57770.0,29.05,2024
43-5070,"Shipping, Receiving, and Inventory Clerks",857630,44890.0,43190.0,21.58,2024
43-5071,"Shipping, Receiving, and Inventory Clerks",857630,44890.0,43190.0,21.58,2024
43-5110,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",49720,46660.0,45650.0,22.43,2024
43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",49720,46660.0,45650.0,22.43,2024
43-6000,Secretaries and Administrative Assistants,3195900,52070.0,47460.0,25.03,2024
43-6010,Secretaries and Administrative Assistants,3195900,52070.0,47460.0,25.03,2024
43-6011,Executive Secretaries and Executive Administrative Assistants,472770,77060.0,74260.0,37.05,2024
43-6012,Legal Secretaries and Administrative Assistants,154540,60320.0,54140.0,29.0,2024
43-6013,Medical Secretaries and Administrative Assistants,830760,45580.0,44640.0,21.91,2024
43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",1737820,47640.0,46290.0,22.9,2024
43-9000,Other Office and Administrative Support Workers,3209350,45950.0,44030.0,22.09,2024
43-9020,Data Entry and Information Processing Workers,171310,43680.0,41480.0,21.0,2024
43-9021,Data Entry Keyers,135280,42070.0,39850.0,20.22,2024
43-9022,Word Processors and Typists,36030,49730.0,47850.0,23.91,2024
43-9030,Desktop Publishers,4000,60250.0,53620.0,28.97,2024
43-9031,Desktop Publishers,4000,60250.0,53620.0,28.97,2024
43-9040,Insurance Claims and Policy Processing Clerks,229070,51980.0,48450.0,24.99,2024
43-9041,Insurance Claims and Policy Processing Clerks,229070,51980.0,48450.0,24.99,2024
43-9050,"Mail Clerks and Mail Machine Operators, Except Postal Service",62730,40200.0,38150.0,19.33,2024
43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",62730,40200.0,38150.0,19.33,2024
43-9060,"Office Clerks, General",2510550,45470.0,43630.0,21.86,2024
43-9061,"Office Clerks, General",2510550,45470.0,43630.0,21.86,2024
43-9070,"Office Machine Operators, Except Computer",24740,41620.0,39020.0,20.01,2024
43-9071,"Office Machine Operators, Except Computer",24740,41620.0,39020.0,20.01,2024
43-9080,Proofreaders and Copy Markers,5160,52730.0,49210.0,25.35,2024
43-9081,Proofreaders and Copy Markers,5160,52730.0,49210.0,25.35,2024
43-9110,Statistical Assistants,5900,55470.0,51440.0,26.67,2024
43-9111,Statistical Assistants,5900,55470.0,51440.0,26.67,2024
43-9190,Miscellaneous Office and Administrative Support Workers,195890,48700.0,46040.0,23.42,2024
43-9199,"Office and Administrative Support Workers, All Other",195890,48700.0,46040.0,23.42,2024
45-0000,"Farming, Fishing, and Forestry Occupations",442050,41730.0,36750.0,20.06,2024
45-1000,"Supervisors of Farming, Fishing, and Forestry Workers",29530,63360.0,59330.0,30.46,2024
45-1010,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",29530,63360.0,59330.0,30.46,2024
45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",29530,63360.0,59330.0,30.46,2024
45-2000,Agricultural Workers,373730,39060.0,36020.0,18.78,2024
45-2010,Agricultural Inspectors,12090,55650.0,50990.0,26.75,2024
45-2011,Agricultural Inspectors,12090,55650.0,50990.0,26.75,2024
45-2020,Animal Breeders,1730,56150.0,52000.0,27.0,2024
45-2021,Animal Breeders,1730,56150.0,52000.0,27.0,2024
45-2040,"Graders and Sorters, Agricultural Products",26870,36080.0,35430.0,17.34,2024
45-2041,"Graders and Sorters, Agricultural Products",26870,36080.0,35430.0,17.34,2024
45-2090,Miscellaneous Agricultural Workers,333040,38610.0,35960.0,18.56,2024
45-2091,Agricultural Equipment Operators,30940,43920.0,42580.0,21.12,2024
45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",261690,37850.0,35690.0,18.2,2024
45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",35420,38580.0,36150.0,18.55,2024
45-2099,"Agricultural Workers, All Other",4980,45780.0,40390.0,22.01,2024
45-4000,"Forest, Conservation, and Logging Workers",37740,51180.0,48390.0,24.61,2024
45-4010,Forest and Conservation Workers,5630,42830.0,43680.0,20.59,2024
45-4011,Forest and Conservation Workers,5630,42830.0,43680.0,20.59,2024
45-4020,Logging Workers,32110,52650.0,49540.0,25.31,2024
45-4021,Fallers,4110,59120.0,53900.0,28.42,2024
45-4022,Logging Equipment Operators,22520,52020.0,49210.0,25.01,2024
45-4023,Log Graders and Scalers,3310,48130.0,46710.0,23.14,2024
45-4029,"Logging Workers, All Other",2160,53820.0,52000.0,25.88,2024
47-0000,Construction and Extraction Occupations,6361720,63920.0,58360.0,30.73,2024
47-1000,Supervisors of Construction and Extraction Workers,806080,84500.0,78690.0,40.62,2024
47-1010,First-Line Supervisors of Construction Trades and Extraction Workers,806080,84500.0,78690.0,40.62,2024
47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,806080,84500.0,78690.0,40.62,2024
47-2000,Construction Trades Workers,4691890,61560.0,56490.0,29.6,2024
47-2010,Boilermakers,10170,76900.0,73340.0,36.97,2024
47-2011,Boilermakers,10170,76900.0,73340.0,36.97,2024
47-2020,"Brickmasons, Blockmasons, and Stonemasons",62260,64240.0,60180.0,30.89,2024
47-2021,Brickmasons and Blockmasons,53520,65390.0,60800.0,31.44,2024
