anthropic_task_description,api_usage_count,onet_soc_code,onet_task_id,onet_task_description,onet_task_type,onet_occupation_title,onet_occupation_description,match_method,match_score,Job Zone,typical_education,typical_education_pct,task_importance,task_relevance,dwa_ids,dwa_titles,iwa_ids,nonroutine_cognitive_analytical,nonroutine_cognitive_interpersonal,nonroutine_manual,nonroutine_total,soc_6digit,OCC_CODE,OCC_TITLE,TOT_EMP,H_MEAN,A_MEAN,H_MEDIAN,A_MEDIAN,H_PCT10,H_PCT25,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_PCT75,A_PCT90
"administer treatments or therapies, such as homeopathy, hydrotherapy, oriental or ayurvedic medicine, electrotherapy and diathermy, using physical agents including air, heat, cold, water, sound, or ultraviolet light to catalyze the body to heal itself.",19.0,29-1299.01,18408.0,"Administer treatments or therapies, such as homeopathy, hydrotherapy, Oriental or Ayurvedic medicine, electrotherapy, and diathermy, using physical agents including air, heat, cold, water, sound, or ultraviolet light to catalyze the body to heal itself.",Core,Naturopathic Physicians,"Diagnose, treat, and help prevent diseases using a system of practice that is based on the natural healing capacity of individuals. May use physiological, psychological or mechanical methods. May also use natural medicines, prescription or legend drugs, foods, herbs, or other natural remedies.",exact,100.0,5,11.0,96.0,4.4,100.0,4.A.4.a.5.I12.D08,Treat patients using alternative medical procedures.,4.A.4.a.5.I12,0.7331288343558284,0.5697865353037768,0.1984334203655352,0.5299442896935935,29-1299,29-1299,"Healthcare Diagnosing or Treating Practitioners, All Other",30870.0,61.86,128680.0,54.68,113730.0,31.35,40.07,77.57,93.27,65210.0,83350.0,161350.0,194000.0
develop or implement procedures or systems to evaluate or select suppliers.,19.0,11-3071.04,15692.0,Develop or implement procedures or systems to evaluate or select suppliers.,Core,Supply Chain Managers,"Direct or coordinate production, purchasing, warehousing, distribution, or financial forecasting services or activities to limit costs and improve accuracy, customer service, or safety. Examine existing procedures or opportunities for streamlining activities to meet product distribution needs. Direct the movement, storage, or processing of inventory.",exact,100.0,4,6.0,66.67,3.44,85.71,4.A.2.b.1.I09.D01; 4.A.2.b.4.I03.D13,Develop procedures to evaluate organizational activities.; Implement organizational process or policy changes.,4.A.2.b.1.I09; 4.A.2.b.4.I03,0.7546012269938651,0.8407224958949099,0.2506527415143603,0.6824512534818944,11-3071,11-3071,"Transportation, Storage, and Distribution Managers",213000.0,55.77,116010.0,49.05,102010.0,29.42,37.67,65.41,86.82,61200.0,78360.0,136050.0,180590.0
"verify dimensions and contours of models during hand-forming processes, using templates and measuring devices.",19.0,51-7031.00,14272.0,"Verify dimensions and contours of models during hand-forming processes, using templates and measuring devices.",Core,"Model Makers, Wood",Construct full-size and scale wooden precision models of products. Includes wood jig builders and loft workers.,exact,100.0,3,3.0,30.84,4.16,98.27,4.A.1.b.3.I01.D12,Measure dimensions of completed products or workpieces to verify conformance to specifications.,4.A.1.b.3.I01,0.5766871165644171,0.3546798029556651,0.8276762402088772,0.7033426183844012,51-7031,51-7031,"Model Makers, Wood",360.0,28.74,59780.0,24.93,51850.0,11.88,19.43,38.65,46.08,24710.0,40420.0,80380.0,95850.0
perform or direct web site updates.,19.0,15-1254.00,14695.0,Perform or direct Web site updates.,Core,Web Developers,"Develop and implement websites, web applications, application databases, and interactive web interfaces. Evaluate code to ensure that it is properly structured, meets industry standards, and is compatible with browsers and devices. Optimize website performance, scalability, and server-side code and processes. May develop website infrastructure and integrate websites with other computer applications.",exact,100.0,3,6.0,45.83,4.0,100.0,4.A.3.b.1.I06.D04,Update website content.,4.A.3.b.1.I06,0.726993865030675,0.4532019704433498,0.2506527415143603,0.5055710306406686,15-1254,15-1254,Web Developers,78860.0,47.5,98790.0,43.72,90930.0,23.35,30.36,59.76,78.3,48560.0,63140.0,124300.0,162870.0
rent or lease properties on behalf of clients.,19.0,41-9022.00,2470.0,Rent or lease properties on behalf of clients.,Supplemental,Real Estate Sales Agents,"Rent, buy, or sell property for clients. Perform duties such as study property listings, interview prospective clients, accompany clients to property site, discuss conditions of sale, and draw up real estate contracts. Includes agents who represent buyer.",exact,100.0,3,2.0,42.86,2.71,70.0,4.A.4.a.6.I02.D04,Contract real estate to clients.,4.A.4.a.6.I02,0.6395705521472393,0.640394088669951,0.1462140992167102,0.4895543175487465,41-9022,41-9022,Real Estate Sales Agents,190600.0,34.12,70970.0,27.08,56320.0,15.36,18.72,41.08,60.16,31940.0,38940.0,85440.0,125140.0
answer telephones to provide information and receive orders.,19.0,41-2021.00,681.0,Answer telephones to provide information and receive orders.,Core,Counter and Rental Clerks,"Receive orders, generally in person, for repairs, rentals, and services. May describe available options, compute cost, and accept payment.",exact,100.0,2,2.0,55.86,4.32,100.0,4.A.4.a.8.I03.D03; 4.A.4.c.1.I03.D10,Answer customer questions about goods or services.; Take product orders from customers.,4.A.4.a.8.I03; 4.A.4.c.1.I03,0.460122699386503,0.3727422003284074,0.422976501305483,0.4422005571030641,41-2021,41-2021,Counter and Rental Clerks,398620.0,21.01,43700.0,18.53,38540.0,13.74,16.44,23.22,29.82,28580.0,34200.0,48290.0,62030.0
"answer telephone calls to take messages, answer questions, and provide information during non-business hours or when switchboard is closed.",19.0,33-9032.00,2137.0,"Answer telephone calls to take messages, answer questions, and provide information during non-business hours or when switchboard is closed.",Core,Security Guards,"Guard, patrol, or monitor premises to prevent theft, violence, or infractions of rules. May operate x-ray and metal detector equipment.",exact,100.0,2,2.0,79.26,4.48,91.77,4.A.4.a.3.I03.D11,Answer telephones to direct calls or provide information.,4.A.4.a.3.I03,0.6963190184049082,0.7865353037766832,0.4099216710182767,0.7179665738161561,33-9032,33-9032,Security Guards,1241770.0,20.62,42890.0,18.45,38370.0,14.33,16.88,22.43,28.64,29800.0,35100.0,46660.0,59580.0
"plan and conduct teacher training programs and conferences dealing with new classroom procedures, instructional materials and equipment, and teaching aids.",19.0,25-9031.00,6864.0,"Plan and conduct teacher training programs and conferences dealing with new classroom procedures, instructional materials and equipment, and teaching aids.",Core,Instructional Coordinators,"Develop instructional material, coordinate educational content, and incorporate current technology into instruction in order to provide guidelines to educators and instructors for developing curricula and conducting courses. May train and coach teachers. Includes educational consultants and specialists, and instructional material directors.",exact,100.0,5,8.0,59.84,4.1,96.84,4.A.4.b.3.I04.D08,Train staff members.,4.A.4.b.3.I04,0.7254601226993866,0.7586206896551726,0.1201044386422976,0.5647632311977717,25-9031,25-9031,Instructional Coordinators,210850.0,37.31,77600.0,35.92,74720.0,22.39,28.43,45.57,55.49,46560.0,59120.0,94780.0,115410.0
"cue announcers, actors, performers, and guests.",19.0,27-2012.03,7682.0,"Cue announcers, actors, performers, and guests.",Supplemental,Media Programming Directors,"Direct and coordinate activities of personnel engaged in preparation of radio or television station program schedules and programs, such as sports or news.",exact,100.0,4,6.0,52.0,3.42,52.16,4.A.4.b.4.I03.D02,Direct productions or performances.,4.A.4.b.4.I03,0.7300613496932515,0.7536945812807881,0.4255874673629242,0.7277158774373261,27-2012,27-2012,Producers and Directors,145270.0,54.94,114280.0,40.13,83480.0,20.7,28.75,63.06,95.45,43060.0,59810.0,131160.0,198530.0
train instructors and supervisors in techniques and skills for training and dealing with employees.,19.0,11-3131.00,1017.0,Train instructors and supervisors in techniques and skills for training and dealing with employees.,Core,Training and Development Managers,"Plan, direct, or coordinate the training and development activities and staff of an organization.",exact,100.0,4,6.0,71.43,4.15,96.43,4.A.4.b.3.I04.D16,Conduct employee training programs.,4.A.4.b.3.I04,0.7500000000000001,0.8949096880131364,0.0731070496083551,0.6086350974930363,11-3131,11-3131,Training and Development Managers,44960.0,67.59,140590.0,61.1,127090.0,36.45,46.21,81.4,105.76,75810.0,96110.0,169310.0,219990.0
"plan project arrangements or outlines, and organize material accordingly.",19.0,27-3043.00,22666.0,"Plan project arrangements or outlines, and organize material accordingly.",Core,Writers and Authors,"Originate and prepare written material, such as scripts, stories, advertisements, and other material.",exact,100.0,4,6.0,46.95,,,4.A.3.b.6.I16.D02; 4.A.4.b.4.I03.D05,Coordinate artistic activities.; Write material for artistic or entertainment purposes.,4.A.3.b.6.I16; 4.A.4.b.4.I03,0.4248466257668712,0.5418719211822661,0.0052219321148825,0.2750696378830085,27-3043,27-3043,Writers and Authors,47800.0,41.24,85780.0,34.75,72270.0,19.75,25.43,47.27,64.27,41080.0,52890.0,98320.0,133680.0
teach instructors to use instructional technology or to integrate technology with teaching.,19.0,25-9031.00,22453.0,Teach instructors to use instructional technology or to integrate technology with teaching.,,Instructional Coordinators,"Develop instructional material, coordinate educational content, and incorporate current technology into instruction in order to provide guidelines to educators and instructors for developing curricula and conducting courses. May train and coach teachers. Includes educational consultants and specialists, and instructional material directors.",exact,100.0,5,8.0,59.84,,,4.A.4.b.3.I05.D05,Teach others to use technology or equipment.,4.A.4.b.3.I05,0.7254601226993866,0.7586206896551726,0.1201044386422976,0.5647632311977717,25-9031,25-9031,Instructional Coordinators,210850.0,37.31,77600.0,35.92,74720.0,22.39,28.43,45.57,55.49,46560.0,59120.0,94780.0,115410.0
"refer applicants to job openings or to interviews with other staff, in accordance with administrative guidelines or office procedures.",19.0,43-4061.00,9742.0,"Refer applicants to job openings or to interviews with other staff, in accordance with administrative guidelines or office procedures.",Supplemental,"Eligibility Interviewers, Government Programs","Determine eligibility of persons applying to receive assistance from government programs and agency resources, such as welfare, unemployment benefits, social security, and public housing.",exact,100.0,3,2.0,25.6,4.03,54.21,4.A.4.c.2.I01.D08,Administer personnel recruitment or hiring activities.,4.A.4.c.2.I01,0.5199386503067486,0.4203612479474548,0.0078328981723237,0.2681058495821728,43-4061,43-4061,"Eligibility Interviewers, Government Programs",156260.0,25.95,53970.0,24.76,51500.0,18.12,21.08,29.65,34.75,37690.0,43850.0,61680.0,72280.0
locate and attach appropriate files to incoming correspondence requiring replies.,19.0,43-6014.00,2793.0,Locate and attach appropriate files to incoming correspondence requiring replies.,Core,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Perform routine administrative functions such as drafting correspondence, scheduling appointments, organizing and maintaining paper and electronic files, or providing information to callers.",exact,100.0,2,2.0,49.9,3.72,81.52,4.A.2.a.2.I03.D03,Compile data or documentation.,4.A.2.a.2.I03,0.4003067484662577,0.3316912972085385,0.2767624020887728,0.3196378830083567,43-6014,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",1737820.0,22.9,47640.0,22.26,46290.0,15.19,18.16,26.76,30.84,31600.0,37770.0,55650.0,64150.0
"provide training direction, encouragement, motivation, and nutritional advice to prepare athletes for games, competitive events, or tours.",19.0,27-2022.00,20109.0,"Provide training direction, encouragement, motivation, and nutritional advice to prepare athletes for games, competitive events, or tours.",Core,Coaches and Scouts,Instruct or coach groups or individuals in the fundamentals of sports for the primary purpose of competition. Demonstrate techniques and methods of participation. May evaluate athletes' strengths and weaknesses as possible recruits or to improve the athletes' technique to prepare them for competition. Those required to hold teaching certifications should be reported in the appropriate teaching category.,exact,100.0,4,6.0,48.89,4.5,100.0,4.A.4.b.3.I04.D07,Train others on performance techniques.,4.A.4.b.3.I04,0.682515337423313,0.7947454844006567,0.1723237597911227,0.588440111420613,27-2022,27-2022,Coaches and Scouts,250940.0,,58910.0,,45920.0,,,,,27490.0,33960.0,61930.0,93980.0
study archival collections of primary historical sources to help explain the origins and development of cultural patterns.,19.0,19-3091.00,22255.0,Study archival collections of primary historical sources to help explain the origins and development of cultural patterns.,Core,Anthropologists and Archeologists,"Study the origin, development, and behavior of human beings. May study the way of life, language, or physical characteristics of people in various parts of the world. May engage in systematic recovery and examination of material evidence, such as tools or pottery remaining from past human cultures, in order to determine the history, customs, and living habits of earlier civilizations.",exact,100.0,5,11.0,40.0,3.24,85.0,4.A.1.a.1.I18.D02,Conduct historical research.,4.A.1.a.1.I18,0.8312883435582825,0.665024630541872,0.1853785900783289,0.6079387186629529,19-3091,19-3091,Anthropologists and Archeologists,8070.0,34.17,71070.0,31.21,64910.0,21.4,24.63,39.94,50.24,44510.0,51240.0,83080.0,104510.0
